source,target,dataset
jatian ja dioski judíobaonabichores ikax moa wetsabaon diosma iki,de otra manera dios sería sólo dios de los judíos,religioso
jaskatax non shinanainko nokoti kopi,para llegar a acuerdos,educativo
ea jawebi meniamawe ikaxbi ja en mia yokata jawékireskaya ea ninkáxonwe jatianparira min yoinabo en jakiribi mia koiranxonti iki,no me des nada pero si haces por mí lo que voy a pedirte seguiré cuidando tus rebaños,religioso
tsoa jonibira jakon yamake diosbicho riki jakon,nadie es bueno sino sólo dios,religioso
jainxon en ninkata iki naikanmeax riri ikai ja iká iki jene maani xoo ikai keská itan koshin tirin ikai keskáribi ja jaskati riri ikai iká iki arpa akaibaon jaton arpabo ten aka keská,un ruido retumbaba en el cielo parecido al estruendo de las olas o al fragor del trueno era como un coro de cantores que se acompañan tocando sus arpas,religioso
dios rabiti xobo meran boxon bená neteya iti joi jatíbi jonibo yoitankanwe akin,vayan hablen en el templo y anuncien al pueblo el mensaje de vida,religioso
jan sikati rapisbo,regletas de colores,educativo
jaskáa pedron yoia iki,pedro insistió,religioso
ea jaskáyamawe eara mia keska diossen tee akairibi iki itan ja jesukristo ikábo yoikin jeneyamai min wetsabo keskáribi dioskaya rabiwe akin ja jesúskiriti iká joibo riki ja profetabo jan shinan meniai joxo kabáyonin joni peyakaa,no lo hagas yo no soy más que un servidor como tú y como tus hermanos que transmiten las declaraciones de jesús son declaraciones de jesús las que vienen del espíritu de los profetas sólo debes adorar a dios el triunfo de la palabra de dios,religioso
jaton reken nete axetiainko joribaketian iamax jaton onankasai jawekibo yoikaskanai jabe axeai benbo bake itanribi ainbo bakebo,sobre su primer día de clases o de algún otro hecho curioso que quisieran compartir con sus compañeros y compañeras,educativo
"shipibo jonibaon icha axéya jakenki, ja westíorashoko riki nato, ja betaneti. ja akatikanaibo riki bake pikobenabo, wasa itan shino mapo keská iamanon ixon.",aplanar la frente era una de las costumbres de los shipibos. se solía hacer a los recién nacidos para que la cabeza no se pareciera a la de un mono.,cuentos
nenora aki bokanai westiora aplicacion kirikain akin wishakin jati bakebo tanaa pikotabo wishamaxon,se evaluará con problemas que evidencien los aprendizajes de la unidad 1,educativo
jatian jain jesús korosen akanainko iká iki westíora wai jain iká iki bená kini tsoabi miinkanamapari,en el lugar donde había sido crucificado jesús había un huerto y en el huerto un sepulcro nuevo donde todavía no había sido enterrado nadie,religioso
ja joi iki jawen bake jesukristo yoii iká ja iki non ibo jara noa keska joniribi iká iki jaskara kopí riki ja apo david ipaoniton rarebo ikax jawen chiní bake,se refiere a su hijo que nació de la descendencia de david según la carne,religioso
jainra jato potaa iki ja jati kirikain jaton jane yamaabo,y todo el que no se halló inscrito en el libro de la vida fue arrojado al lago de fuego,religioso
jatianra jesussen chopa binoxon sontárobaon suerte akana iki,después los soldados se repartieron sus ropas echándolas a suerte,religioso
"benbo bakebo itan ainbo bakebora axeai bokanai jaskaaxon atikoma jawekibo pontexon jatibibo toponboi,",los niños y las niñas aprenderán a resolver problemas utilizando los cuantificadores todos,educativo
jawen jatio itan jawen sikaboribi,el tamaño y la tonalidad de color,educativo
jawen papa dioskiriakin jato jesussen yoiabi jabaon onanyamakana iki,ellos no comprendieron que jesús les hablaba del padre,religioso
benbo bake itan ainbo bakebo yokawe tsinkitiain jato oinmamabi yoikanti jaton shinana jaweki,pide a tus niñas y niños que antes de presentar sus propuestas en la asamblea,educativo
jato yoiwe jaskaakin tee aki bokantibo,explícales lo que deben hacer,educativo
ja isinaimabora raonmis joni benatinin maxkáyamake,no es la gente sana la que necesita médico sino los enfermos,religioso
jainxon elaboración ja axeti kirikabo jato yokawe inicien elaboración ja axeti kirikabo siguiendo indicaciones ja wisha instructivo,durante la elaboración del portafolio pídeles que inicien la elaboración del portafolio siguiendo las indicaciones del texto instructivo,educativo
ja yoka akabo wishawe pisarain axon iamax papeloteain axon,registra sus respuestas en la pizarra o en un papelote,educativo
procedimientos de calculosbo axon awe jaskaxon min oribo ati kopi iamax min pikoti kopi patrones adtivosbo,emplea procedimientos de cálculo para ampliar o crear patrones aditivos,educativo
ja jonin bakera jonibo yatamaxon retenoxikanai ikaxbira kimisha nete itin jirinoxiki akin,el hijo del hombre va a ser entregado en manos de los hombres y lo harán morir pero tres días después de su muerte resucitará,religioso
¿jaweraki iki ikamein iki kai ja wisha yoyo ati?,¿de qué creen que tratará este texto?,educativo
judío joni ikaxbira mia ipachoai judíomabo keskatires mia jaa jawekopíki ja judíobo jakana keskáribiakin ja judíomabo min jato jamakaskin tearesai akin judíobo itan judíomabora kishpinmeeti atipanke,si tú que has nacido judío te has pasado del modo de vivir de los judíos al de los otros pueblos por qué ahora impones a esos pueblos el modo de vivir de los judíos,religioso
jaskáakin jesussen ratéti jawéki aká oinnax jonibo ikana iki,al ver la señal que jesús había hecho los hombres decían,religioso
jawekeskaakinmein jakon akin wishati iki,cómo se inicia el texto,educativo
cuadriculadoya papelotebo iamax sereya bichobo,papelotes cuadriculados o con líneas,educativo
jaskaaxonra yoi bokanai,seguramente responderán,educativo
ja ibon atipana koshi jato betan iketianra ichaxon ja moatian jaton jakonma axébo jenetaanan non ibo ikonhakana iki,la mano del señor estaba con ellos y fueron numerosos los que creyeron y se convirtieron al señor,religioso
nato riki nokon bake ja en katota já ninkáxonkanwe iki ikai,este es mi hijo mi elegido escúchenlo,religioso
jatian jesussen jaonmea onannaibo jatobires tsinkianan jato yoia iki,jesús tomó aparte a los doce y les dijo,religioso
jato ikaori winowe ja bake benbo iamax ja bake ainbonin mia yoyo axonti kopi jaton wishaabo,pasa por cada lugar para que cada niño o niña te lea lo que ha escrito,educativo
jaskáaitian wetsabaonbiribi yoikana iki,los otros le decían,religioso
jatian ja ikanainko kaax nokota yamé oxaketianra namá meran diossenbi labán yoia iki enpari mia yoinon ea ninkáxonwe labanma ja jakob jakonmaareskin yoyo ayamawe akin,pero dios se acercó a labán el arameo en un sueño y le dijo cuídate de no discutir con jacob bien sea con amenazas o sin violencia,religioso
rabekax teetai min jaton tee wishakana oinxonwe,si hay alguna pareja a la que aún no les has revisado el escrito,educativo
ja egiptonko jakob kaaitianra jatíbi jawen bakeboyabi jawen bababo jabé boax nokókana iki,sus hijos y los hijos de sus hijos sus hijas y los hijos de sus hijas en una palabra hizo que entrara con toda su familia en egipto,religioso
matora jaimabires itai ja wishakan yoiaibo onanyamaax itan ja diossen atipana koshiribi onanyamaa kopí,ustedes andan muy equivocados ustedes no entienden ni las escrituras ni el poder de dios,religioso
jatian jan jesús yatannabaonra sakerdotebaon koshi kaifássen xobonko bokana iki jain ikana iki ja esé onanboyabi jema koshibo tsinkíkana,los que tomaron preso a jesús lo llevaron a casa del sumo sacerdote caifás donde se habían reunido los maestros de la ley y las autoridades judías,religioso
jaskara jonibo riki jaton keena keskábores akaibo itan rabitaibo jaskatira jabo ja ángelboki jakonmaibo yoyo itibo rakéyamakanai,son orgullosos y atrevidos y no tienen miedo de insultar a los espíritus caídos,religioso
¿jawemein ribojo ikainko oinkanai?,¿qué ven en el dibujo?,educativo
jaskáakin ja kirika wishakinra jan jakonma aká jonibicho ati yoikin itan já jakonmaaka jonibichoribi akinti yoikin en mato ayamaa iki ja en mato bomaa riki dios bebon maton nokiakinres shinannai matonbi onannon ixon,yo mismo al escribirles no pensaba en el ofensor ni tampoco en el ofendido más bien quería que ustedes tomaran conciencia ante dios de la preocupación que tienen por mí,religioso
ja noibaxon jan akinna jonira iká iki akin,el que se mostró compasivo con él,religioso
ramara non akai onamakin itan wishakin ja teebo non aki kaibo jaskaaxon noa reken unida ikainko noa yokatai keskaa kin ati kopi,hoy vamos a plantear y escribir varias actividades para responder las preguntas que nos hicimos en la unidad,educativo
noéra kimisha benbo bakeya iká iki jabaon jane iká iki sem kam jafet,noé tuvo tres hijos sem cam y jafet,religioso
ibo rabinon akanwe jan mia koiranti westíora baba mia menia kopí ja min baba israelhain jakon ninkakabanon,bendito sea yavé que no ha permitido que un pariente cercano de un difunto faltase a su deber con éste sin conservar su apellido en israel,religioso
ja yometsoaibo ja jatíbi jawékia ikaxbi bebon jayátinin kenkaresaibo ja paenaibo ja jakonmaakin yoimisaibo jainoax paranhanan jato yometsoaibo jabora diossen nai netenko jikiamanoxikanai,ni los ladrones ni los que no tienen nunca bastante ni los borrachos ni los chismosos ni los que se aprovechan de los demás heredarán el reino de dios,religioso
jaskáketian ángelnin yoia iki,el ángel contestó,religioso
jawen raston iamax jawen naxba,grosor o tamaño,educativo
ja manaon itanribi jawen atipana kaman,lo que hicieron según su nivel de escritura,educativo
jatianra ibon yoia iki,entonces yavé le dijo,religioso
nokon kaibobo enpari mato ikonshaman yoibanon ja non papashoko david mawáketianra miinkana iki jatian jain miinkani kinira non jatíxonbi onanke,hermanos no voy a demostrarles que el patriarca david murió y fue sepultado su tumba se encuentra entre nosotros hasta el día de hoy,religioso
¿jaweki akana iamax yoikana mibe axeaibaon iamax maton axeamisnin?,¿qué hicieron o dijeron sus compañeros o el docente?,educativo
ikaxbi ja joi yoiaitian ninkatabaon ichaxon ikonhakana iki ja joi ikonhakanabo topona iká iki pichika waranka jonibobira,pero muchos de los que habían oído la palabra creyeron y su número llegó a unos cinco mil hombres,religioso
jaskáyamaikaya ja kristo iní keskatiribi onitsapitibi raroreskanwe jaskatax kristo jakiribi jawen koshi shinanyabi joketian mato kikin raroshamanbo ikanon,más bien alégrense de participar en los sufrimientos de cristo pues también se les concederán las alegrías más grandes el día en que se nos descubra su gloria,religioso
pisarainko wishawe iamax westiora papelote ikainko tee meniai keskabo min oina jisabiri jaskaaxon min wetsa axei bakebo itai jato axeakai oimati kopi,toma nota en la pizarra o en un papelote acerca de las tareas que creen que se deberían compartir con los otros estudiantes y con el docente,educativo
jaskara iketianra ibo diossen edén mainko iká jakon jati wainkonia ja joni pikoa iki jaskáaxonra ja main teenon ixon ja joni imaa iki ja maibi aká ixon,y así fue como dios lo expulsó del jardín del edén para que trabajara la tierra de la que había sido formado,religioso
tantiti netenki jawe jawéki ati yoiai jakon jawéki ati o jakonma jawéki ati jato mawámaresti o jato mawámatima akin jato jaskáabi netéreskana iki,qué nos permite la ley hacer en día sábado hacer el bien o hacer daño salvar una vida o matar pero ellos se quedaron callados,religioso
jaweati ea joai bain min jatí icha yoinabo raanaki en jokin nokoa,qué significan todos aquellos grupos con los que me he encontrado,religioso
nai itan mai jonia ani diossen mia jakonhabanon,abram bendito seas del dios altísimo creador del cielo y de la tierra,religioso
jatian jaskáakin jabaon ja jakonma joibo jato onanmakanaibora kanker isin ikai keskati janbisai neskákinbo jato axeaira iikanai ja himeneo betan fileto,son doctrinas que se propagan como la gangrena pienso en himeneo y fileto,religioso
yokawe ja bakebo jatoki,pide a los estudiantes que,educativo
fariseobaonra yoikanai ninkaxon onankana iki ja jesussen jaonmea onannaibo itiakin jato biboresai itan juanman jato imai bebonbiresibi jato bautizanai,el señor se enteró de que los fariseos tenían noticias de él se decía que jesús bautizaba y atraía más discípulos que juan,religioso
moa ichama baritia keyokanti kopi jaton reken peoa axeti,porque es un tiempo que significa el final de sus pasos por la primaria,educativo
jaweratoki joni koshi iki jara ja ati yoikanaibo jato senenhaxonai keskáres iti iki,al contrario el más importante entre ustedes debe portarse como si fuera el último y el que manda como si fuera el que sirve,religioso
jatian nete xabáketian sakerdotebaon koshiboyabi judíobaon joni koshibo jainoax esé onanbo itan jatíbi judíobaon joni koshiboribi tsinkíkana iki,muy temprano los jefes de los sacerdotes los ancianos y los maestros de la ley es decir todo el consejo o sanedrín celebraron consejo,religioso
jatian moa mapékenbires jainoa jonibaon jesús onankana iki,apenas se bajaron la gente lo reconoció,religioso
jatian mato westíoranin ati iki neskáakin,y ustedes les dicen,religioso
jaskara iken ja jakob ibon yoia iki neskáakin,entonces yavé dijo a jacob,religioso
yoiwe jato jabe bakebo betan jaton tee akabo oinmanankanti,permite que intercambien ideas de forma grupal,educativo
jara inoxiki yoitimaa siná joni nii meranoa yoina keská jaskatira jatíbi jonibo betan reteananoxiki jainoaxa já betan jatíbi joniboribi reteananoxiki ikaxbi jara jawen wetsabo jaki ramíreskanainbi jato patax janoxiki akinbo,el será un potro salvaje él contra todos y todos contra él y plantará su tienda frente a sus hermanos,religioso
tsoa yonokaatai jonibira jatianbicho rabé jonin tee axoni teeti atipanyamake westíorares noixonra jawen joi senenhaxonti iki jatian wetsara omiskin joi senenhaxontima iki jaskáribiira diossen tee aríbaibi nekeabi jawékiakinres shinanni mato iti atipanyamake jaayorakin jawékibo shinantima,nadie puede servir a dos patrones necesariamente odiará a uno y amará al otro o bien cuidará al primero y despreciará al otro ustedes no pueden servir al mismo tiempo a dios y al dinero,religioso
