source,target,dataset
nenora itinke,están aquí.,flashcards
¿moa peotiresrin mia?,¿estás listo para empezar?,flashcards
en mia westiora jaweki meniti atipana,puedo darte información útil.,flashcards
nenora itinke,aquí tienes.,flashcards
ikonma riki,no es real.,flashcards
¿kenti jawekiki ja?,¿el amor existe?,flashcards
jakoira jaweki riki,es un gran paso.,flashcards
enra jawe onti atipanyamake.,no puedo ver nada.,flashcards
ari abisanake koni kitaiteri.,pasaron algunos días.,cuentos
enra ikoanti atipanyamake,no puedo creerlo.,flashcards
ea mainbi jain kati atipana,puedo ir allá caminando.,flashcards
¿mia ebe ransakasai?,¿quieres bailar conmigo?,flashcards
eara bankesai,prefiero quedarme.,flashcards
eabicho riki,estoy solo.,flashcards
enra min ake ati atipanyamake,no puedo culparte.,flashcards
eara jawebi kenyamawanke,no quería nada.,flashcards
isinira ea iwanke,yo estaba enfermo.,flashcards
mashin kenma riki ea,odio la arena.,flashcards
enra mia jashaman yoiti onanyamake,no sé qué decirte.,flashcards
noa jakiribi oinananon,hasta entonces.,flashcards
francesninra yoyo iwankanke,hablaban francés.,flashcards
¿min benati atipana?,¿puedes encontrarla?,flashcards
enra onanke tsoarin jato ixon,sé quiénes son.,flashcards
¿miaki akama ikai?,¿niegas eso?,flashcards
¿miaki winiresai?,¿seguido lloras?,flashcards
aresnon ikanwe,hagamos más.,flashcards
eara ponteti yoyo ike,hable claramente.,flashcards
miara jikiti jake,debes entrar.,flashcards
kikin jakon riki mia },eres fantástico.,flashcards
tomra irake akanti jake,tom debería ser felicitado.,flashcards
noara ochitiya iki,tenemos perro.,flashcards
jakoinra piti yoakai riki ea,soy un buen cocinero.,flashcards
¿jawe kopi mia wenita?,¿por qué estás levantada?,flashcards
¿jawe akiki mia iwana?,¿qué hacías?,flashcards
¿mia ransakasai?,¿querés bailar?,flashcards
tomki nokota,tom llegó.,flashcards
jain jatibitian ikai,es influyente.,flashcards
pariyayetanake oshipee.,el agua empezó a salir.,cuentos
¿jawe min oina?,¿qué sintió?,flashcards
ishtoresraibake ea,seguí corriendo.,flashcards
enra mia yoina reteti axeati atipanke,puedo enseñarte a cazar.,flashcards
enra kenake,la llamé.,flashcards
¿tsoaki francesnin yoyo ikai?,¿quién habla francés?,flashcards
eara ishtoai,yo hago ejercicio.,flashcards
¿winiki mia iwana?,¿estabas llorando?,flashcards
miara ochoira kai,estás yendo demasiado lejos.,flashcards
enra wetsa ake,lo cambié.,flashcards
oinax kawe,ten precaución.,flashcards
ari okajemanake:,ella gritó:,cuentos
mia axea riki,te acostumbras.,flashcards
¿tomanki akina?,¿tom ayudó?,flashcards
enra onanke tsoarin ixon mia,sé quién eres.,flashcards
tomra kake,tom ceció.,flashcards
¿jawe min yometsoa?,¿qué robaste?,flashcards
jatibi jakon,todo bien.,flashcards
ari opokanake iriniro.,entonces su madre llegó.,cuentos
tomra ibake rateta,tom estaba pálido.,flashcards
janra mia ninkatai,ella le entiende.,flashcards
sontarobora ike,eran soldados.,flashcards
ari okantapari:,y ella dijo:,cuentos
jainra ea jakasa iki,solía vivir allí.,flashcards
nonra masa shinanti jake,deberíamos preocuparnos.,flashcards
min kenai jawekibo oinmayamawe,no enseñes tus sentimientos.,flashcards
"jaskaipein, winoyamake","afortunadamente, eso no pasó.",flashcards
cafeshamanra ea xeakasai,quisiera tomar café.,flashcards
nonra keyoti jake,deberíamos terminar.,flashcards
icha jotoya riki ea,tengo muchas fotos.,flashcards
enki noyai yoinabo piti atipana,puedo comer insectos.,flashcards
¿min nato shinanai?,¿recuerdas esto?,flashcards
nokon kenma riki cafe,odio el café.,flashcards
mia jain ika ea meniwe,dame tu dirección.,flashcards
¿televisor min nokati atipana?,¿podrías apagar el televisor?,flashcards
ishtomaira mia niai,está caminando muy despacio.,flashcards
¿ea kaban?,¿estoy invitado?,flashcards
ochoma riki noa,estábamos cerca.,flashcards
jainbi banewe,quédate ahí.,flashcards
minra oini kai,lo verás.,flashcards
¿mato jakon iki?,¿están satisfechos?,flashcards
¿min bakish peoti atipana?,¿puedes empezar mañana?,flashcards
¿jawe mia onankasai?,¿qué necesitas saber?,flashcards
eara pikasai,quiero comérmelo.,flashcards
eara yora xoai xeki teax,soy alérgica al maíz.,flashcards
jatibira raroshaman ibakanke,todos eran felices.,flashcards
"jansoiki mia iwana, ¿ikon?","estabas mintiendo, ¿verdad?",flashcards
¿mia ebe tsinitiki?,¿jugarías conmigo?,flashcards
enra merake,descubrí algo.,flashcards
¡tananon iwe!,¡intentemos algo!,flashcards
enra mia koiranti atipanke,yo puedo cuidarte.,flashcards
noa yoibowe,manteneos juntos.,flashcards
¿jakonrin mia?,¿estás loco?,flashcards
¿ramaki mia jawekeskara iki?,¿cómo estás hoy?,flashcards
icha jawekibora en kenai,quiero muchas cosas.,flashcards
¿min ninkayamai?,¿eres sordo?,flashcards
bakish ea kenawe,llámame mañana.,flashcards
eara pikastaniai,quiero comer algo.,flashcards
ari yakanakeri:,el joven respondió:,cuentos
enra joibo ninkatai,escucho voces.,flashcards
jakon jaweki akai iwe,sé justo.,flashcards
tomanra ninkatai,tom es atento.,flashcards
ponte yoikanwe,sean objetivos.,flashcards
rinkon joira en onanke,yo no sé inglés.,flashcards
¿matsiki ika?,¿hacía frío?,flashcards
kikini onisara ibake,estaba realmente sensible.,flashcards
―¿jaokampa yairori nocharine nija?,―¿de dónde trae el agua mi pariente?,cuentos
eara jikikasai,quiero entrar.,flashcards
tomra iwanke jato onankasi,tom quería conoceros.,flashcards
¿jawe mia kenai?,¿qué quieres?,flashcards
janra ea akinke,me salvó.,flashcards
jainmacha yoyo iwe,habla más despacio.,flashcards
onanrake en aka,sé lo que hice.,flashcards
enra mia ikoankai,creo en ti.,flashcards
¿jaskara ikon?,¿a poco sí?,flashcards
yoka jananeki ikenketsatapake abisimotakeriri.,el joven contó lo que le había pasado.,cuentos
¿jaweribi mia onankasai?,¿qué más quieres saber?,flashcards
nonbi pikonon iwe,seamos creativos.,flashcards
¿jaweranoki min verdurasbo biai?,¿dónde compras verduras?,flashcards
ichairara yoyo ike,ella habló mucho.,flashcards
tomra kikini onisa iki,tom estaba realmente triste.,flashcards
¿mia westiora pisha kenai?,¿quieres una bolsa?,flashcards
jainribira ea kaa iki,también fui allí.,flashcards
jakoma riki ea,soy malo.,flashcards
jainra ja iti atipanke,él puede estar allá.,flashcards
wetsa keska,has cambiado.,flashcards
mia akinresi riki ea,sólo estoy ayudando.,flashcards
―ani ¿jaoka pijateri?,"―oye, ¿a dónde vas?",cuentos
¿mia atunya iki?,¿tienen atún?,flashcards
taxnatara en yoyo awanke,leí la etiqueta.,flashcards
icha yokara en ake,hice varias preguntas.,flashcards
―meeka pamatabitakena abinti peranti.,"―ahora me has engañado, eres un perezoso.",cuentos
jabaonra imayamaibake,ellos evitaron pelear.,flashcards
¿min piitania?,¿comiste algo?,flashcards
tomanra aresai,tom luchará.,flashcards
noara yoyo iyamake,permanecimos callados.,flashcards
pitira yamake,no queda comida.,flashcards
marira nokoke hospital ikainko,mary llegó al hospital.,flashcards
tomanra xeai,tom toma.,flashcards
tomra isinai jisa iki,tom parece enfermo.,flashcards
jawekeskaki yame winota,pasó algo inusual anoche.,flashcards
¿enki kaja kepenti atipana?,¿puedo abrir la caja?,flashcards
enra mia meniai,te recompensaré.,flashcards
seneanrake jawen shinana jawekibo,cumplió con su deber.,flashcards
nato xetewe,huele esto.,flashcards
eara ja oinkasai,quisiera verlo.,flashcards
ipain riki,espero que funcione.,flashcards
¿jaki kirinkonin join yoyo ikai?,¿ella habla inglés?,flashcards
kopi ikebi,aunque es caro.,flashcards
shinanbenowe moa,olvídalo ya.,flashcards
orira en mato oinai,los veré allá.,flashcards
jatikaxbira noa teetai,trabajaremos juntos.,flashcards
metsara iwanke,fue romántico.,flashcards
¿eaki oabetan kati atipana?,¿puedo ir con él?,flashcards
wetsabires jawekira en kopiakai,pagaré cualquier cosa.,flashcards
westiora yakati ea benxoaxonwe,guárdame un asiento.,flashcards
jakon riki ja,ella tiene buen humor.,flashcards
¿manzanayarin mia?,¿tienes manzanas?,flashcards
"¿jakontanirin mia, tomas?","¿estás mejor, tomás?",flashcards
eara mawakasai,preferiría morir.,flashcards
ea riki min poi,yo soy tu hermana.,flashcards
bakishra oi beai,mañana nevará.,flashcards
jainriki noa kimisha oxe,residimos ahí tres meses.,flashcards
¿jaweki min yoiya?,¿qué has dicho?,flashcards
¿ramaki jawe winota?,¿pasó algo hoy?,flashcards
minra nato jaweki ake,tú me hiciste esto.,flashcards
ea jikimawe,déjame entrar.,flashcards
jakonax bokanwe,les deseo suerte.,flashcards
jakoinra jaweki,es emocionante.,flashcards
¿osantirin ikon?,¿era divertido?,flashcards
mia jan kenai,estás enamorado.,flashcards
bakishra ea jain ikai,estaré allí mañana.,flashcards
boshtiaki riki ea,estoy leseando.,flashcards
natoki en jakon ati atipana,puedo arreglar esto.,flashcards
ikama parira ibake,no estaba listo.,flashcards
"amenayeteri yora tsimeripee, sabikayetatsiri inchatoshiki, ikantayeeta aisati isabikajeiti.","apreciemos los pajaritos, habitates del bosque, sus características y comportamientos.",cuentos
bakishra noa teetai,trabajaremos mañana.,flashcards
carrillara non yatanai,sólo agarramos carrilla.,flashcards
¿min ati atipana?,¿puedo intentar?,flashcards
matora baneti jake,deberían quedarse.,flashcards
tomra jakoinra winoke,tom la pasó bien.,flashcards
atiresa noa ibake,estábamos listos.,flashcards
¿tsobe yoyo ikirin mia?,¿con quién están hablando?,flashcards
icha ebe raenantira en ake,hice muchos amigos.,flashcards
eara oinkana pikoke,estoy siendo observado.,flashcards
tsoa inonbires,quien sea.,flashcards
¿ja en ointi atipana?,¿puedo ver esa?,flashcards
niwe jikiti kopi xepenwe,abra las ventanas.,flashcards
ponte kareswe,sigue positivo.,flashcards
ramara tom nokotai,tom llega hoy.,flashcards
¿jawen xobo ea maromai?,¿me vende su casa?,flashcards
raenanaira noa ibake,éramos amigos.,flashcards
tomra ibake yoyo iyamai,tom estaba inconsciente.,flashcards
icha oira beke,hemos tenido mucha lluvia.,flashcards
ja oinribiwe,corrija eso por favor.,flashcards
"kawe, awe","vamos, hazlo.",flashcards
oxa keskara ea ike,me hice el dormido.,flashcards
moara ea manoke,estoy confundido.,flashcards
jara joibake,él vino.,flashcards
¿jaweranoki mato kai?,¿adónde se dirigen?,flashcards
nato biti riki,compremos este.,flashcards
¡yatankana riki noa!,¡estamos atrapados!,flashcards
¡min ati atipana!,¡puedes hacerlo!,flashcards
mawatama riki,está vivo.,flashcards
¿min yoyo ati atipana?,¿le gusta estudiar?,flashcards
jokasi jowe,puedes venir si quieres.,flashcards
enra jainmashoko ninkati atipanke,apenas puedo oírlo.,flashcards
¿xoarin ea?,¿estoy gordo?,flashcards
ea yoiwe,manténgame informado.,flashcards
enra shokoshoko ointi atipanke,apenas puedo verlo.,flashcards
¿min ea noipachoai?,¿me amabas?,flashcards
¿enki neno ati atipana?,¿puedo ponerlo aquí?,flashcards
eara constipado iki,estoy constipado.,flashcards
minra jakon akin ake tom,"lo hiciste bien, tom.",flashcards
tomanra meken tash ake,tom aplaudió.,flashcards
"ari yanitanake tik, tik, tik.","y empezó a golpear: tik, tik, tik.",cuentos
¡jainmacha piwe!,¡comé despacio!,flashcards
bakishra kikini niweibake,ayer hacía mucho viento.,flashcards
jabora rakekanai,ellos tenían miedo.,flashcards
enra ninkati atipanke,apenas puedo controlarme.,flashcards
nokon poira jatixonbi onankanke,mi hermana es famosa.,flashcards
jara frances iki,es francés.,flashcards
¿ramaki miabicho iki?,¿estás libre ahora?,flashcards
¿jawetianki min teebo akai?,¿cuándo estás ocupado?,flashcards
ikamakenta apa.,cuando murió mi padre.,cuentos
jamara ikai,no importará.,flashcards
enra yoiti atipanyamake,tampoco puedo explicarlo.,flashcards
wetsa jawekibo onanwe,sé la diferencia.,flashcards
ari ontime nashi noipiajempi pipakenari.,luego te devolveré lo que me das.,cuentos
¿mia tantikasai?,¿quieres descansar?,flashcards
¿mia kafe kenai?,¿quisieras algo de café?,flashcards
jaweti basiki min manati iki?,¿cuánto debes esperar?,flashcards
¡jakon iw!,¡quédate tranquilo!,flashcards
jabora ebe jain bokanai,ellos irán allá conmigo.,flashcards
enra akonbireske,hice senderismo.,flashcards
en mia ointi atipana,puedo verte.,flashcards
jawetian joaira en onanyamake,no sé cuándo vendrá.,flashcards
eara yansoyamake,no mentí.,flashcards
chichora ikanai,están dentro.,flashcards
¿min ninkakasai?,¿quieres escucharlo?,flashcards
¡ea kamawe!,¡déjame marchar!,flashcards
yaretapaka shinaki.,hasta llegar al suelo húmedo.,cuentos
¿jawe kopi min aka?,¿por qué lo hiciste?,flashcards
jara moa min jaweki iki,es asunto suyo.,flashcards
minra manati ike,debiste esperar.,flashcards
¿jawe min shinanai?,¿qué creés?,flashcards
pekaoriakin winwe,¡mira hacia atrás!,flashcards
¿jara joai?,¿ella vendrá?,flashcards
¿isinrin nato?,¿duele esto?,flashcards
jakoinra jawekira iti iki,sería muy divertido.,flashcards
matonra yoibake,lo prometieron.,flashcards
¿joshinborin nato parantabo?,¿están maduros estos plátanos?,flashcards
¿sereki japaria?,¿hay tiempo?,flashcards
atikoma jawekibo,mira que lío.,flashcards
matora oxawanke,ustedes dormían.,flashcards
¿mia jakoni oxa?,¿dormiste bien?,flashcards
miabichima riki mia,no estás sola.,flashcards
eara tsinkiain iki,soy miembro del equipo.,flashcards
¿jaweki ja yame winoibata?,¿qué pasó aquella noche?,flashcards
noara yakati jake,debemos sentarnos.,flashcards
tsoabira pikashamai ike,nadie quería comer.,flashcards
jabaon shinanra ike wetsaresbiri,ellos tenían ideas distintas.,flashcards
noe jisashaman,luce sabroso.,flashcards
jawe yama,ningún problema.,flashcards
enra onanyamake jaweki ea kenai ixon,no sé qué quiero.,flashcards
ichatama tanawe,prueba un poco.,flashcards
nonra akashamai,no estamos interesados.,flashcards
enra mia tsasimati atipanyamake.,no te puedo parar.,flashcards
¿mia nashia?,¿te bañaste?,flashcards
iro ipiabetanaja ikamamitajerime.,volvió a pedir nuevamente.,cuentos
oa parantabora kinkin noe iki.,esos plátanos son deliciosos.,flashcards
tananon ikanwe,lo intentamos.,flashcards
¿mia axei iitai?,¿disfrutas estudiando?,flashcards
¿mia jakon iki?,¿está satisfecha?,flashcards
¿jawekeskaraki mia joai?,¿cómo volverás?,flashcards
wetsa biwe,toma otro.,flashcards
¿jawetianki mia jain nokota?,¿cuándo llegaste allá?,flashcards
min akarin nato,tú estás preparando esto.,flashcards
primavera moa nokota,la primavera llegó.,flashcards
¿jawetianki en mato ointi atipana?,¿cuándo puedo visitarlos?,flashcards
xepokanainoara en mia tsekati atipanke,puedo sacarte de prisión.,flashcards
enra akinti atipanyamake,yo puedo ayudar.,flashcards
jabora joribake,ellos han vuelto.,flashcards
¿mia xotonti kenai?,¿necesitas un aventón?,flashcards
nonra moa atipanyamake,nos rendimos.,flashcards
enra katanwe akanke,me despidieron.,flashcards
"ninkawe, tom","concéntrate, tom.",flashcards
nobetanra kati jake,debería ir con vosotros.,flashcards
bakishra noa joribai,volvemos mañana.,flashcards
¿paxkinarin mia?,¿te estás cansando?,flashcards
kebira en yoyo akai,leo labios.,flashcards
tomra jakon ibake,tom estaba mejor.,flashcards
jainshaman riki ea ika,yo vivo justo allá.,flashcards
rama nete kayamawe,mejor no vayas hoy.,flashcards
¿tsobe mia yoyo ikasai?,¿con quién quieres hablar?,flashcards
¿non ikoanti atipana?,¿podemos creérnoslo?,flashcards
noikana joni,eres tan engreída.,flashcards
wishtinbora pikoke,las estrellas salieron.,flashcards
aisati yora icharine ishiretanaja.,entonces su pariente se molestó.,cuentos
¿mia westiora jaweki yokati atipana?,¿puedo pedir un favor?,flashcards
noara karesti jake,debemos continuar.,flashcards
nokokasai jawekiya,somos objetivos.,flashcards
¿min oinai?,¿lo ves?,flashcards
tomanra jain ikanabo yokawanke,tom pidió direcciones.,flashcards
enra mesko jaweki ake,yo hice un negocio.,flashcards
¡jakomaakin akanai!,¡qué derroche de energía!,flashcards
¡jakonax kawe!,¡ten un buen viaje!,flashcards
ichaya riki noa,tenemos bastante.,flashcards
¿mia oshia?,¿has adelgazado?,flashcards
eara nawan join yoyo ikai,hablo español.,flashcards
¿mia westiora manzana kenyamai?,¿quieres una manzana?,flashcards
¿mia ebe joai?,¿vienes conmigo?,flashcards
jatibiki maton onana,conocen todo.,flashcards
¿mia tsinikasai?,¿te quieres divertir?,flashcards
yoyo iresti riki,sigamos al habla.,flashcards
oxara ea ike,estaba durmiendo.,flashcards
jatianbi awe,hazlo al ratito.,flashcards
¡jawe shinan!,¡qué pensamiento!,flashcards
jansotima riki,no exageremos.,flashcards
te irineapajeroji irinti ineapaji irikonkiri ari isampitiri:,"pero no la encontró, solo vio a su padre y le preguntó:",cuentos
westiora iko ea meniwe,dame un abrazo.,flashcards
yamera oi bewanke,llovió anoche.,flashcards
miara axei kai,entenderás pronto.,flashcards
cremallera jain baneta iki,la cremallera está atascada.,flashcards
banetaira riki mia,estás muy atrasado.,flashcards
¿enki jawe aka?,¿interrumpí algo?,flashcards
oara bakish jawe atioma banetai.,él quedará libre mañana.,flashcards
miariki kikin noimis,eres tan adorable.,flashcards
¿mia jan atiya iki?,¿tienes suficiente energía?,flashcards
ichacha serera noa kenai,sólo necesitamos más tiempo.,flashcards
¿jawe min nato yamekiri aka?,¿qué hiciste esta mañana?,flashcards
benoa riki ea,soy casada.,flashcards
yosi joni riki ea,soy adulta.,flashcards
minra tee merai,encontrarás un empleo.,flashcards
